AQM r3000, AQM r5000, AQM noxevent, AQM r2000, AQM coevent, GPS system_time, GPS gps_time, GPS latitude, GPS longitude 
139,111,121,48,3,2018-03-13 05:32:42.740844,05:32:42,52.55356616666667,13.417423333333334
157,121,57,51,3,2018-03-13 05:33:45.374077,05:33:45,52.5537995,13.415612666666666
187,143,59,59,3,2018-03-13 05:38:06.122016,05:38:06,52.5554955,13.390802833333334
221,144,79,59,3,2018-03-13 05:40:14.736574,05:40:14,52.55674233333333,13.375077
280,148,71,61,3,2018-03-13 05:44:30.437542,05:44:30,52.5509435,13.352576666666666
342,153,52,60,3,2018-03-13 05:49:52.215821,05:49:51,52.5410775,13.333803333333334
316,137,58,54,3,2018-03-13 05:48:49.145926,05:48:48,52.545111166666665,13.341300166666667
50,29,97,30,206,2018-03-13 15:19:32.026062,15:19:31,52.5162365,13.276588
84,15,52,14,3,2018-03-13 15:26:30.420185,15:26:30,52.50980633333333,13.301193166666666
91,17,72,15,3,2018-03-13 15:27:35.218060,15:27:34,52.50990916666667,13.302273833333333
78,14,54,13,3,2018-03-13 15:23:22.537905,15:23:22,52.509946,13.280942
141,26,60,21,60,2018-03-13 15:31:52.843323,15:31:52,52.519004833333334,13.288808166666666
182,32,51,25,3,2018-03-13 15:32:54.910356,15:32:54,52.52025283333333,13.2827105
491,63,83,43,3,2018-03-13 15:52:04.129612,15:52:03,52.55584316666667,13.383308333333334
183,65,66,44,3,2018-03-13 15:59:37.367345,15:59:37,52.55378833333333,13.412388333333332
333,70,78,47,3,2018-03-13 16:00:39.431739,16:00:39,52.5534455,13.416130833333334
295,74,95,50,3,2018-03-13 16:03:54.468016,16:03:54,52.55143233333333,13.429122333333334
450,70,111,48,3,2018-03-13 16:04:56.353170,16:04:56,52.55155333333333,13.430457666666667
109,123,61,62,93,2018-03-13 21:07:15.875537,22:31:10,52.55585133333334,13.439859333333333
78,12,56,10,3,2018-03-14 10:36:53.908302,10:36:53,52.539288166666665,13.444360833333333
79,10,61,10,3,2018-03-14 10:39:01.894705,10:39:01,52.54370566666667,13.432686166666667
95,13,72,10,3,2018-03-14 10:40:08.072836,10:40:07,52.545792166666665,13.428253333333334
72,10,63,10,3,2018-03-14 10:42:14.361928,10:42:14,52.550785166666664,13.43012
178,12,196,10,3,2018-03-14 10:43:16.654735,10:43:16,52.55397383333333,13.429824
165,34,59,18,3,2018-03-14 12:51:55.597707,12:51:55,52.56656016666667,13.427280833333333
79,10,54,10,3,2018-03-14 12:59:24.423770,12:59:24,52.56308666666666,13.4093025
106,12,74,10,3,2018-03-14 13:00:28.275632,13:00:28,52.565279333333336,13.406615500000001
43,10,51,10,3,2018-03-14 15:11:46.726526,15:11:46,52.56461016666667,13.376865
79,10,199,10,3,2018-03-14 15:12:52.898888,15:12:52,52.5611295,13.3771665
275,14,171,11,3,2018-03-14 15:18:10.895091,15:18:10,52.55400733333333,13.358508666666667
184,14,52,10,3,2018-03-14 15:17:05.961857,15:17:05,52.5554985,13.361302666666667
118,10,199,10,3,2018-03-14 15:13:56.025537,15:13:55,52.556972333333334,13.376906666666667
290,25,76,18,3,2018-03-14 15:33:02.542640,15:33:02,52.523161,13.369816666666667
483,25,140,18,6,2018-03-14 15:34:08.993050,15:34:08,52.522211166666665,13.377181
345,23,58,17,9,2018-03-14 15:35:13.304513,15:35:12,52.52020016666667,13.380206333333334
214,19,137,16,16,2018-03-14 15:50:08.933530,15:50:08,52.51806366666667,13.380843333333333
115,25,58,21,3,2018-03-14 16:23:13.202538,16:23:12,52.513573,13.337582166666667
145,30,64,24,3,2018-03-14 16:24:16.513639,16:24:16,52.51429516666666,13.347851833333333
473,39,93,30,3,2018-03-14 16:35:00.699092,16:35:00,52.5174565,13.397336666666666
97,43,74,32,3,2018-03-14 18:52:54.289916,18:52:53,52.519776666666665,13.405249833333333
67,50,71,41,3,2018-03-14 19:26:56.652582,19:26:56,52.516669666666665,13.378193
83,10,74,37,3,2018-03-14 20:09:34.382963,20:09:34,52.526568,13.421831833333334
95,10,50,37,3,2018-03-14 20:10:38.214017,20:10:37,52.53222316666667,13.428655333333333
92,43,58,25,12,2018-03-15 07:08:08.356982,07:08:08,52.532955333333334,13.429699666666666
330,107,93,43,3,2018-03-15 07:20:04.143398,07:20:03,52.5505925,13.415004166666666
112,66,60,35,3,2018-03-15 08:24:48.054797,09:36:26,52.55162266666667,13.406035833333334
148,84,52,39,3,2018-03-15 09:36:47.157480,09:36:47,52.551752,13.405805166666667
462,107,88,48,3,2018-03-15 09:59:18.115406,09:59:17,52.55067716666667,13.4123295
982,185,57,66,3,2018-03-15 14:49:15.577942,14:49:15,52.5550565,13.4410395
240,171,57,60,3,2018-03-15 14:59:57.994686,14:59:57,52.557972,13.452234
736,154,62,48,3,2018-03-15 15:14:14.965126,15:14:15,52.547674666666666,13.429067333333334
70,10,63,10,91,2018-03-15 17:56:12.062852,17:56:11,52.545997,13.4276925
87,10,50,13,3,2018-03-15 18:11:09.212331,18:11:08,52.54216816666667,13.420574666666667
77,10,57,10,3,2018-03-15 18:09:01.549966,18:09:01,52.54200133333333,13.420440166666667
996,86,51,49,3,2018-03-15 19:34:58.918188,19:34:58,52.545002333333336,13.361702333333334
104,60,74,44,3,2018-03-16 09:32:22.464851,09:32:22,52.457314,13.3197075
173,63,64,39,3,2018-03-16 09:34:29.956495,09:34:29,52.46131066666667,13.325140833333334
216,87,52,52,3,2018-03-16 09:35:33.654247,09:35:33,52.462921333333334,13.320750333333333
321,85,67,47,50,2018-03-16 09:38:44.251060,09:38:44,52.481365833333335,13.306914333333333
386,56,60,46,3,2018-03-16 10:21:20.744213,10:21:20,52.5576565,13.365326666666666
711,122,52,75,3,2018-03-16 10:22:23.451589,10:22:23,52.554593833333335,13.3596085
1703,154,100,95,3,2018-03-16 10:26:40.630291,10:26:40,52.54665833333333,13.344445833333333
2175,159,112,113,3,2018-03-16 10:28:47.600320,10:28:47,52.5403825,13.3324245
2751,167,55,116,3,2018-03-16 10:41:34.789776,10:41:34,52.47279066666667,13.328529
528,205,54,96,3,2018-03-17 02:47:43.290347,02:47:43,52.48723833333333,13.322622166666667
200,158,54,76,3,2018-03-17 08:24:26.033645,08:24:25,52.48750783333333,13.322476166666666
1418,215,51,171,3,2018-03-17 09:27:26.586942,09:27:26,52.552678666666665,13.444055166666667
3187,199,52,190,3,2018-03-17 09:32:47.721879,09:32:47,52.54248966666667,13.440252333333333
5404,138,228,199,3,2018-03-17 09:30:38.487533,09:30:38,52.547108,13.4480855
3775,216,91,181,3,2018-03-17 09:41:17.567402,09:41:17,52.51846916666667,13.410817833333333
113,68,68,151,3,2018-03-07 19:22:56.140623,19:22:56,52.483,13.441730333333334
86,68,53,93,129,2018-03-08 11:42:10.195990,12:58:33,52.496871666666664,13.354911
74,21,61,92,210,2018-03-09 19:09:13.407977,19:52:26.980000,52.486365166666666,13.3586635
102,29,89,49,216,2018-03-14 14:36:32.369014,14:36:32,52.52268083333333,13.329203833333333
83,21,61,19,3,2018-03-16 17:25:01.564833,17:25:01,52.52110783333333,13.325635166666666
78,50,68,83,3,2018-03-06 15:13:02.663147,15:13:02,52.5652365,13.409032833333333
86,84,52,102,90,2018-03-06 17:09:55.861789,17:09:55,52.56287866666667,13.41149
182,102,51,151,3,2018-03-06 17:16:23.352328,17:16:23,52.558214166666666,13.4135275
667,142,67,218,3,2018-03-06 18:10:40.067788,18:10:40,52.53222266666667,13.399254666666666
587,129,53,208,3,2018-03-06 18:07:14.358199,18:07:13,52.529494166666666,13.399226166666667
404,136,56,220,3,2018-03-06 18:04:56.165094,18:04:55,52.526148,13.3933635
158,118,63,158,3,2018-03-06 19:48:48.781834,19:48:48,52.561345833333334,13.412951166666666
432,149,231,205,3,2018-03-06 19:55:08.967831,19:55:08,52.531836,13.412296333333334
227,86,59,91,3,2018-03-07 07:26:02.265449,07:26:01,52.52893183333333,13.425032999999999
400,107,55,169,3,2018-03-07 07:36:21.834518,07:36:21,52.51760133333333,13.4097175
502,119,103,197,3,2018-03-07 07:41:46.465884,07:41:45,52.511541333333334,13.401903166666667
415,107,50,185,3,2018-03-07 07:40:40.712937,07:40:40,52.5128035,13.4038425
601,138,56,256,3,2018-03-07 12:34:05.735727,12:34:05,52.52623033333333,13.420928666666667
406,142,91,257,3,2018-03-07 12:29:50.852689,12:29:50,52.5444095,13.442637333333334
117,96,58,213,3,2018-03-07 13:15:41.695293,13:15:41,52.500138666666665,13.4367385
316,44,104,160,3,2018-03-07 13:19:59.897661,13:19:59,52.50209266666667,13.446103333333333
190,16,73,119,3,2018-03-07 13:34:51.956345,13:34:51,52.52365116666667,13.4021905
289,46,67,148,3,2018-03-07 14:02:34.192008,14:02:33,52.54545683333333,13.345103333333334
312,72,66,155,3,2018-03-07 14:50:35.673996,14:50:35,52.5223955,13.3797015
325,70,102,149,3,2018-03-07 14:46:18.847982,14:46:18,52.522478666666665,13.366884166666667
571,115,60,162,3,2018-03-07 15:49:31.005309,15:49:30,52.526839333333335,13.3678425
354,74,54,130,3,2018-03-07 16:05:33.487098,16:05:33,52.552068166666665,13.381968166666667
93,10,77,59,3,2018-03-07 16:08:46.637709,16:08:46,52.5515975,13.383069
194,13,57,59,60,2018-03-07 16:14:07.140404,16:14:06,52.549644666666666,13.391576666666667
66,48,68,34,138,2018-03-08 15:36:06.972498,15:36:06,52.561490166666665,13.377133333333333
114,29,55,25,110,2018-03-08 15:53:26.825309,15:53:26,52.572276,13.378291333333333
301,36,69,36,3,2018-03-08 16:10:32.253850,16:10:32,52.563370166666665,13.331876666666666
845,52,162,49,3,2018-03-08 16:15:48.964300,16:15:48,52.557411333333334,13.308765833333334
636,80,80,68,3,2018-03-08 16:23:18.469304,16:23:18,52.544140166666665,13.297357166666666
271,98,71,88,3,2018-03-08 16:39:16.524923,16:39:16,52.523569333333334,13.298943
405,111,64,104,3,2018-03-08 16:42:26.826212,16:42:26,52.533808666666665,13.2940205
913,137,89,129,3,2018-03-08 16:50:58.431268,16:50:58,52.5188535,13.282815
1119,124,134,112,45,2018-03-08 16:52:00.159168,16:51:59,52.516583,13.287327833333332
1370,138,64,123,3,2018-03-08 16:56:18.908165,16:56:18,52.51062816666666,13.284882333333334
1384,154,79,135,3,2018-03-08 17:00:31.797960,17:00:31,52.47868366666667,13.3410065
1840,165,73,137,3,2018-03-08 17:01:38.043579,17:01:38,52.474248833333334,13.359179666666666
126,81,70,75,3,2018-03-08 18:02:27.990767,18:02:27,52.488563666666664,13.429802
276,96,58,80,3,2018-03-08 18:05:37.313442,18:05:37,52.48521066666667,13.428889666666667
304,99,50,89,3,2018-03-08 18:09:53.845541,18:09:53,52.479235833333334,13.425425166666667
259,133,66,119,3,2018-03-08 18:16:17.577293,18:16:17,52.47499416666667,13.422965333333334
904,141,62,134,3,2018-03-08 18:21:37.723148,18:21:37,52.4649265,13.401803833333334
757,104,63,120,3,2018-03-08 18:35:28.188085,18:35:28,52.5535115,13.357661833333333
1182,161,51,166,3,2018-03-08 18:38:41.655025,18:38:41,52.5566715,13.377737666666667
508,124,53,191,3,2018-03-09 17:16:40.831082,17:16:40,52.52965283333333,13.369084333333333
764,128,116,197,3,2018-03-09 17:16:49.444137,17:16:49,52.52949366666667,13.369174166666667
385,109,53,233,3,2018-03-09 17:39:18.090051,17:39:17,52.49215933333333,13.411690333333333
233,86,54,213,3,2018-03-09 17:33:55.206416,17:33:55,52.500620166666664,13.376792166666666
152,66,57,202,3,2018-03-09 18:31:39.163453,18:31:38,52.479029,13.445486666666667
379,79,153,214,3,2018-03-09 18:35:54.976272,18:35:54,52.48981833333333,13.434150833333334
249,90,51,230,3,2018-03-09 19:20:49.292524,19:20:49,52.494316833333336,13.434526666666667
450,95,69,121,3,2018-03-09 23:12:51.974281,23:12:51,52.49838866666666,13.400204333333333
709,108,111,137,3,2018-03-09 23:20:17.150720,23:20:16,52.525506166666666,13.367819
152,78,60,60,3,2018-03-10 13:15:38.585296,13:15:38,52.5310655,13.367646666666667
413,93,81,70,3,2018-03-10 13:19:36.208360,13:19:35,52.505578666666665,13.372785666666667
435,86,82,66,3,2018-03-10 13:19:53.738124,13:19:53,52.504548166666666,13.371959
67,10,66,12,151,2018-03-10 18:11:08.311368,18:11:08,52.505530666666665,13.367828666666666
146,26,61,31,3,2018-03-10 18:45:13.434915,18:45:13,52.516063333333335,13.3754
132,11,53,17,91,2018-03-10 18:48:26.601039,18:48:26,52.5155555,13.385601
169,14,52,21,52,2018-03-10 18:50:33.034432,18:50:32,52.51045833333333,13.386887666666667
485,65,74,65,3,2018-03-10 19:56:41.910704,19:56:41,52.506219333333334,13.3688165
837,81,198,80,3,2018-03-10 20:05:14.481050,20:05:14,52.51400566666667,13.318148166666667
838,81,63,79,3,2018-03-10 20:06:17.721016,20:06:17,52.5161435,13.311906333333333
1080,78,196,83,3,2018-03-10 20:20:10.723878,20:20:10,52.506582,13.283374
1260,78,69,80,3,2018-03-10 20:21:12.009452,20:21:11,52.50662366666667,13.279727166666667
602,99,74,128,3,2018-03-10 20:46:50.758324,20:46:50,52.499133666666665,13.354986166666666
339,86,60,115,3,2018-03-10 20:44:42.782050,20:44:42,52.49989866666667,13.343270333333333
1038,99,75,147,3,2018-03-10 20:56:29.622858,20:56:28,52.4878375,13.417384
45,10,54,10,3,2018-03-11 18:49:06.235192,18:49:06,52.48090116666667,13.426192833333333
40,10,52,10,3,2018-03-11 18:47:46.023322,18:47:45,52.481898,13.429436166666667
88,13,51,15,3,2018-03-11 19:17:21.714462,19:17:21,52.47706016666667,13.4232055
138,22,79,23,3,2018-03-11 19:19:26.953769,19:19:26,52.48434433333333,13.424419666666667
83,10,95,16,200,2018-03-11 21:01:08.950845,21:01:09,52.52691816666667,13.416082333333334
122,14,54,21,3,2018-03-11 21:03:02.217327,21:03:02,52.53860666666667,13.423783333333333
188,56,72,35,3,2018-03-12 12:00:35.594392,12:00:35,52.5208815,13.4066215
362,83,79,42,29,2018-03-12 17:54:36.741118,17:54:36,52.5222695,13.415893166666667
99,54,72,33,63,2018-03-12 18:13:41.416908,18:13:41,52.51530966666667,13.464888166666666
127,101,53,58,3,2018-03-12 18:24:18.318797,18:24:17,52.515597166666666,13.457608
180,110,64,64,3,2018-03-12 18:25:21.073422,18:25:20,52.51557016666667,13.4575895
125,32,53,18,3,2018-03-13 08:19:52.163404,08:19:51,52.5249265,13.448827
122,53,53,30,79,2018-03-13 08:42:08.448905,08:42:08,52.5407935,13.400608
79,85,58,43,3,2018-03-13 08:37:55.246975,08:37:55,52.5493065,13.407718666666666
164,124,69,61,3,2018-03-13 10:58:00.478595,10:58:00,52.518853,13.385444166666666
1121,152,255,85,35,2018-03-13 16:21:35.271661,16:21:34,52.51655616666667,13.345377
201,71,85,38,30,2018-03-14 07:13:20.861026,07:13:20,52.53366116666667,13.283882833333333
413,147,107,76,3,2018-03-14 07:20:49.606071,07:20:49,52.53778883333333,13.325385166666667
343,159,56,84,3,2018-03-14 07:21:51.310734,07:21:51,52.536699666666664,13.326639666666667
274,85,58,42,3,2018-03-15 07:20:14.683640,07:20:14,52.4877365,13.300277666666666
396,102,56,48,3,2018-03-15 07:23:25.956625,07:23:25,52.4943855,13.300048166666667
483,128,55,56,3,2018-03-15 09:08:02.502805,09:08:02,52.500727166666664,13.329305333333334
732,103,52,50,3,2018-03-15 12:47:50.736274,12:47:50,52.5461155,13.358981333333332
465,36,123,21,18,2018-03-16 12:49:36.229746,12:49:35,52.5635145,13.329486666666666
649,42,125,24,12,2018-03-16 12:56:00.864123,12:56:00,52.566783666666666,13.316748
1222,81,126,41,3,2018-03-16 13:57:51.744088,13:57:51,52.563404166666665,13.3295715
318,95,50,46,3,2018-03-16 15:23:18.429898,15:23:18,52.56769116666667,13.322659666666667
556,142,67,70,3,2018-03-16 15:27:34.408388,15:27:34,52.56496766666667,13.324798
893,111,108,54,3,2018-03-16 15:28:37.747854,15:28:37,52.564183,13.327247166666666
2228,159,53,83,3,2018-03-16 20:30:40.855588,20:30:40,52.485622666666664,13.355451833333333
222,83,60,194,3,2018-03-06 10:44:23.460577,10:44:22,52.539312833333334,13.369538666666667
217,91,61,219,3,2018-03-06 10:47:47.244172,10:47:46,52.549195833333336,13.3762895
223,77,51,200,48,2018-03-08 17:22:15.942764,17:22:15,52.515126,13.380860333333333
386,115,90,258,3,2018-03-08 17:28:52.447024,17:28:52,52.51974466666667,13.404113666666667
516,125,130,274,3,2018-03-08 17:29:57.697136,17:29:57,52.521006666666665,13.406834166666666
499,113,81,265,3,2018-03-08 17:33:18.327569,17:33:18,52.52755966666667,13.416335333333333
470,101,83,251,50,2018-03-08 17:32:12.628954,17:32:12,52.52440983333334,13.412790333333334
428,122,77,269,3,2018-03-08 17:31:04.895721,17:31:04,52.52301683333334,13.410581333333333
249,24,53,33,3,2018-03-09 21:20:01.762658,21:20:01,52.501915833333335,13.409258666666666
138,22,54,38,12,2018-03-09 22:06:40.181055,22:06:39,52.50798283333334,13.394656166666667
670,42,103,62,14,2018-03-09 22:17:46.929387,22:17:46,52.51104466666666,13.3710295
330,88,175,76,3,2018-03-10 15:41:40.994881,15:41:40,52.50770133333333,13.389902666666666
251,92,65,94,3,2018-03-10 15:49:31.482180,15:49:31,52.49351733333334,13.388084
357,91,50,90,3,2018-03-10 18:00:38.655519,18:00:38,52.49960266666667,13.388571666666667
83,50,54,180,3,2018-03-10 19:11:50.964952,19:11:50,52.51747866666667,13.409322166666666
413,83,107,207,3,2018-03-10 19:18:35.997432,19:18:35,52.52433083333333,13.402626
122,75,51,70,3,2018-03-11 14:00:06.134475,14:00:05,52.517050166666664,13.4077145
259,111,61,106,3,2018-03-11 14:09:07.771450,14:09:07,52.516068,13.353360833333333
75,36,67,89,3,2018-03-11 14:38:51.680561,14:38:51,52.50734466666667,13.301984666666666
108,60,66,110,3,2018-03-11 14:39:58.359211,14:39:58,52.50753566666667,13.301595166666667
191,78,75,136,3,2018-03-11 14:42:13.865618,14:42:13,52.5103785,13.2964785
69,10,111,10,3,2018-03-12 17:56:27.411447,17:56:27,52.507522,13.332498666666666
107,13,76,11,3,2018-03-12 17:57:19.574839,17:57:19,52.5081815,13.334317833333333
62,10,72,14,3,2018-03-12 20:09:41.760829,20:09:41,52.5129785,13.302698333333334
340,77,179,51,3,2018-03-13 09:28:46.311963,09:28:46,52.50103333333333,13.306709833333333
74,10,61,11,3,2018-03-13 09:46:37.341309,09:46:37,52.49008166666667,13.2956765
126,10,54,15,3,2018-03-13 09:49:59.936446,09:49:59,52.498646,13.307112833333333
195,15,124,17,3,2018-03-13 09:54:28.342820,09:54:28,52.499951333333335,13.322348166666666
267,16,93,19,34,2018-03-13 09:55:35.464738,09:55:35,52.499728833333336,13.327911
130,13,86,16,69,2018-03-13 09:53:20.492243,09:53:20,52.49920383333333,13.31648
422,18,186,20,29,2018-03-13 09:57:48.113463,09:57:47,52.499475833333335,13.334912333333333
352,20,72,22,24,2018-03-13 10:00:02.534673,10:00:02,52.500578833333336,13.350114833333333
359,24,57,25,6,2018-03-13 10:08:51.804212,10:08:51,52.5010665,13.347639833333334
576,27,52,28,3,2018-03-13 10:09:56.705334,10:09:56,52.502020333333334,13.342926
69,10,66,10,227,2018-03-13 10:15:30.397401,10:15:30,52.498757833333336,13.337273166666666
117,21,54,21,3,2018-03-13 11:09:40.114652,11:09:39,52.47680866666666,13.302908833333333
94,10,85,12,3,2018-03-13 11:11:32.704172,11:11:32,52.4752305,13.291019
111,12,61,13,3,2018-03-13 11:12:40.635441,11:12:40,52.47660166666667,13.281859666666668
432,48,51,45,3,2018-03-13 11:47:25.151922,11:47:24,52.4918555,13.284203333333334
612,78,57,63,3,2018-03-13 11:57:29.689562,11:57:29,52.497156,13.311912333333334
126,38,55,34,3,2018-03-13 12:09:20.104729,12:09:19,52.492100666666666,13.3097815
704,106,72,59,3,2018-03-14 07:18:24.237415,07:18:24,52.53637833333333,13.361975833333334
830,120,102,63,3,2018-03-14 07:25:02.684521,07:25:02,52.50880883333333,13.370700666666666
941,105,76,59,3,2018-03-14 07:31:41.942436,07:31:41,52.498712833333336,13.3623145
839,108,60,59,3,2018-03-14 07:28:22.878974,07:28:22,52.49972533333333,13.362816166666667
512,106,58,61,3,2018-03-14 08:09:33.848030,08:09:33,52.50028183333333,13.330937833333333
1441,112,57,68,3,2018-03-14 08:27:22.662642,08:27:22,52.499882666666664,13.313038333333333
97,63,79,44,3,2018-03-14 09:05:20.049964,09:05:20,52.50135083333333,13.320559666666666
135,75,57,49,3,2018-03-14 09:06:28.730031,09:06:28,52.500535666666664,13.320575333333334
387,72,54,47,3,2018-03-14 09:16:31.214740,09:16:30,52.5010215,13.3308005
448,54,60,41,27,2018-03-14 09:17:36.254332,09:17:36,52.49713283333333,13.3303665
872,63,73,47,9,2018-03-14 09:27:44.091237,09:27:44,52.475458,13.279477
1191,72,68,54,3,2018-03-14 09:28:50.752890,09:28:50,52.4795625,13.2808955
212,64,53,49,3,2018-03-14 13:02:05.974152,13:02:05,52.469989,13.371329666666666
462,71,73,52,17,2018-03-14 13:06:31.798657,13:06:31,52.48060233333333,13.385969166666667
470,94,52,65,3,2018-03-14 13:07:38.080986,13:07:37,52.48464833333333,13.385922666666668
441,93,95,68,3,2018-03-14 16:33:15.147832,16:33:14,52.500423166666664,13.408066666666667
1063,93,61,68,3,2018-03-14 16:41:03.833895,16:41:03,52.4929555,13.387971
235,75,120,64,3,2018-03-14 17:27:58.012325,17:27:57,52.482506666666666,13.3831885
465,80,72,69,3,2018-03-14 17:30:08.374978,17:30:08,52.485080833333335,13.385978166666666
441,90,68,90,3,2018-03-14 21:22:28.361026,21:22:28,52.4930715,13.388246333333333
722,108,229,176,3,2018-03-14 22:46:34.787780,22:46:34,52.48032583333333,13.384671833333334
358,94,65,171,3,2018-03-14 23:46:07.836672,23:46:07,52.49179183333333,13.375331166666667
599,110,156,184,3,2018-03-15 00:29:50.670989,00:29:50,52.50822616666667,13.3516995
930,73,169,73,3,2018-03-15 08:14:45.778723,08:14:45,52.47172666666667,13.428971833333334
337,108,116,183,3,2018-03-15 00:28:41.455058,00:28:41,52.514192666666666,13.349253833333334
1165,89,96,88,3,2018-03-15 08:26:38.637070,08:26:38,52.5000515,13.408125833333333
570,91,79,92,3,2018-03-15 08:36:38.409292,08:36:38,52.486406,13.4076315
581,72,74,87,3,2018-03-15 08:38:50.987445,08:38:50,52.48261316666667,13.407570666666667
241,76,71,96,3,2018-03-15 09:12:09.442398,09:12:09,52.483747666666666,13.442949833333333
768,90,164,146,3,2018-03-15 09:55:35.835126,09:55:35,52.480500666666664,13.4438445
994,94,76,150,3,2018-03-15 10:11:10.054651,10:11:09,52.497997166666664,13.388839
578,80,146,139,3,2018-03-15 10:14:36.439411,10:14:36,52.506188,13.364335
1156,94,93,149,3,2018-03-15 10:16:47.500689,10:16:47,52.51331483333333,13.3504795
698,95,62,160,3,2018-03-15 10:31:23.808190,10:31:23,52.568075,13.312420666666666
323,87,51,163,3,2018-03-15 10:57:12.325577,10:57:12,52.57905933333333,13.316612
379,86,64,169,3,2018-03-15 11:18:27.160724,11:18:26,52.55675166666666,13.377054666666666
438,85,58,171,3,2018-03-15 11:24:06.385313,11:24:06,52.54071916666667,13.394121
718,85,72,172,3,2018-03-15 11:27:28.235122,11:27:28,52.5300625,13.403152833333333
441,90,56,172,3,2018-03-15 11:19:32.227092,11:19:32,52.554928333333336,13.376803
472,82,84,95,3,2018-03-15 14:14:51.901532,14:14:51,52.5111195,13.450771
327,65,99,84,3,2018-03-15 19:49:10.265520,19:49:09,52.52486233333333,13.421390666666667
820,82,102,90,3,2018-03-16 07:37:39.720194,07:37:39,52.517702166666666,13.410018333333333
1189,106,98,167,3,2018-03-16 15:56:57.771878,15:56:57,52.499804833333336,13.378029833333333
2681,108,93,179,3,2018-03-16 16:01:13.486363,16:01:13,52.498244166666666,13.401276166666667
1361,115,52,220,3,2018-03-16 16:19:07.702848,16:19:07,52.49864916666667,13.4511825
769,53760,240,25600,3,2018-03-16 16:32:37.429556,16:32:37,52.498909166666664,13.451128666666667
1193,115,53,258,3,2018-03-16 16:42:45.049812,16:42:44,52.49880783333333,13.451044
699,111,51,257,3,2018-03-16 16:41:37.250702,16:41:37,52.49889233333333,13.4510455
996,116,50,280,3,2018-03-16 18:30:50.183470,18:30:49,52.4986815,13.451044
1703,110,58,268,3,2018-03-16 18:31:58.123153,18:31:57,52.49878266666666,13.451007666666667
2991,97,79,249,20,2018-03-16 18:39:48.721764,18:39:48,52.4984,13.435061
2179,115,67,282,3,2018-03-16 19:18:04.105950,19:18:03,52.49665866666667,13.420439166666666
634,113,56,269,3,2018-03-16 19:33:55.498022,19:33:55,52.496010166666665,13.427007333333334
1114,113,51,265,3,2018-03-16 19:35:02.009213,19:35:01,52.49550333333333,13.427105833333334
778,50688,240,26624,3,2018-03-16 19:44:03.843040,19:44:03,52.50008166666667,13.417892333333333
1199,67,74,157,3,2018-03-17 00:16:01.418002,00:16:01,52.50446483333333,13.3721805
